path,kind,owner,status,purpose,allowed_workflows,allowed_stage_patterns
tests/test_tdcc_holder_ratio_fallback.py,test_python,tdcc_weekly,active,TDCC weekly/holder-flow test: test_tdcc_holder_ratio_fallback,,
tests/test_tdcc_report_contract_consumers.py,test_python,tdcc_weekly,active,TDCC weekly model/catalyst contract consumer validator test,,
tests/test_tdcc_weekly_delivery_filenames.py,test_python,tdcc_weekly,active,TDCC weekly/holder-flow test: test_tdcc_weekly_delivery_filenames,,
tests/test_tdcc_weekly_pdf_font_contract.py,test_python,tdcc_weekly,active,TDCC weekly PDF font contract test,,
tests/test_tdcc_weekly_report_entrypoint.py,test_python,tdcc_weekly,active,TDCC weekly official entrypoint test,,
tests/test_tdcc_weekly_ranking_backtest.py,test_python,tdcc_weekly,active,TDCC weekly/holder-flow test: test_tdcc_weekly_ranking_backtest,,
tests/test_theme_event_watch.py,test_python,catalyst_event,active,catalyst/event test: test_theme_event_watch,,
tests/test_tracking_utils.py,test_python,tdcc_weekly,active,TDCC weekly/holder-flow test: test_tracking_utils,,
tests/test_plan_historical_structured_source_replay.py,test_python,official_price_data,active,bounded structured objective-source replay planner regression tests,,
tests/test_replay_historical_structured_sources.py,test_python,official_price_data,active,historical structured source replay orchestration regression tests,,
tests/test_validate_historical_source_replay_staged_paths.py,test_python,repo_infrastructure,active,historical structured source replay staging gate regression tests,,
tests/test_validate_historical_structured_source_replay.py,test_python,official_price_data,active,historical structured source replay final artifact validator tests,,
tests/test_daily_full_validation_replay.py,test_python,repo_infrastructure,active,validation-only replay checkpoint source parity workflow and deny-path regressions,,
tests/test_validate_recent_structured_source_repair_workflow.py,test_python,repo_infrastructure,active,recent structured-source repair workflow contract regression tests,,
tests/test_validate_recent_daily_price_repair_staged_paths.py,test_python,repo_infrastructure,active,recent daily-price repair staged-path regression tests,,
tests/test_volume_breakout_confirmed_operation_backtest.py,test_python,research_backtest,active,research/backtest test: test_volume_breakout_confirmed_operation_backtest,,
tests/test_volume_breakout_operation_pdf_preview.py,test_python,research_backtest,active,research/backtest test: test_volume_breakout_operation_pdf_preview,,
tests/test_volume_breakout_pattern_classification.py,test_python,research_backtest,active,research/backtest test: test_volume_breakout_pattern_classification,,
tests/test_volume_breakout_tdcc_confluence_backtest.py,test_python,tdcc_weekly,active,TDCC weekly/holder-flow test: test_volume_breakout_tdcc_confluence_backtest,,
tests/test_volume_breakout_watch.py,test_python,daily_production,active,daily production test: test_volume_breakout_watch,,
tests/test_warrant_fetch_fallback.py,test_python,warrant,active,warrant test: test_warrant_fetch_fallback,,
tests/test_warrant_market_report_fallback.py,test_python,warrant,active,warrant test: test_warrant_market_report_fallback,,
tests/test_warrant_source_status.py,test_python,warrant,active,warrant source status validator test,,
.github/workflows/current_holdings_pattern.yml,workflow,current_holdings,active,current holdings workflow boundary,,git add output/latest/current_holdings_pattern_latest.csv
.github/workflows/daily_full_pipeline.yml,workflow,daily_production,active,daily production workflow boundary,,"git add output/latest/;git add -A -- ""output/latest/READ_ME_FIRST_DAILY_REPORT*.txt"";git add -A -- ""docs/latest/READ_ME_FIRST_DAILY_REPORT*.txt"";git add data/daily_price/;git add data/market_calendar/"
.github/workflows/daily_pdf_replay_pr_validation.yml,workflow,daily_production,active,Renderer-font-runtime and formal operation-input PR replay plus manual DFKai six-PDF replay boundary,,
.github/workflows/daily_model_maintenance_pr_validation.yml,workflow,daily_production,active,daily model maintenance PR validation workflow boundary,,
.github/workflows/debug_tpex_fetch.yml,workflow,diagnostics,manual_diagnostic,diagnostics workflow boundary,,
.github/workflows/diagnose_stock_selection.yml,workflow,diagnostics,manual_diagnostic,diagnostics workflow boundary,,
.github/workflows/event_catalyst_update.yml,workflow,catalyst_event,active,catalyst event source-only producer and protected artifact-branch publication boundary,,"git add data/theme_events/;git add data/company_calendar/;git add data/macro_events/;git add data/fundamental_catalysts/;git add data/event_catalysts/;git add output/history/event_catalyst_recovery/;git add output/latest/upcoming_catalyst_calendar_latest.csv docs/latest/upcoming_catalyst_calendar_latest.csv;git add output/latest/upcoming_catalyst_calendar_latest.md docs/latest/upcoming_catalyst_calendar_latest.md;git add output/latest/upcoming_macro_event_calendar_latest.csv docs/latest/upcoming_macro_event_calendar_latest.csv;git add output/latest/upcoming_macro_event_calendar_latest.md docs/latest/upcoming_macro_event_calendar_latest.md;git add output/latest/calendar_data_source_status_latest.json docs/latest/calendar_data_source_status_latest.json;git add output/latest/calendar_data_source_status_latest.md docs/latest/calendar_data_source_status_latest.md;git add output/latest/catalyst_data_source_status_latest.json docs/latest/catalyst_data_source_status_latest.json;git add output/latest/catalyst_data_source_status_latest.md docs/latest/catalyst_data_source_status_latest.md;git add output/latest/catalyst_needs_review_latest.csv docs/latest/catalyst_needs_review_latest.csv;git add output/latest/catalyst_needs_review_latest.md docs/latest/catalyst_needs_review_latest.md;git add output/latest/event_calendar_validation_latest.json docs/latest/event_calendar_validation_latest.json;git add output/latest/event_calendar_validation_latest.md docs/latest/event_calendar_validation_latest.md;git add output/latest/catalyst_layer_validation_latest.json docs/latest/catalyst_layer_validation_latest.json;git add output/latest/catalyst_layer_validation_latest.md docs/latest/catalyst_layer_validation_latest.md;git add output/latest/event_catalyst_historical_recovery_latest.json docs/latest/event_catalyst_historical_recovery_latest.json;git add output/latest/event_catalyst_historical_recovery_latest.md docs/latest/event_catalyst_historical_recovery_latest.md"
.github/workflows/historical_structured_source_replay.yml,workflow,official_price_data,active,main-only reusable fail-closed historical structured source replay workflow,,"git add data/daily_price/;git add data/stock_price_history/;git add data/market_index_history.csv data/market_index_ohlc_history.csv;git add data/futures_options/;git add output/history/warrant_daily/;git add output/history/warrant_flow/;git add ""output/history/historical_source_replay/$HISTORICAL_SOURCE_REPLAY_ID/"";git add output/latest/official_daily_price_latest.csv;git add output/latest/official_price_fetch_latest.json output/latest/official_price_fetch_latest.md;git add output/latest/market_index_source_status_latest.json output/latest/market_index_source_status_latest.md;git add output/latest/market_benchmark_latest.csv;git add output/latest/futures_options_*.csv output/latest/futures_options_*.json output/latest/futures_options_*.md;git add output/latest/taiwan_vix_latest.csv;git add output/latest/warrant_daily_raw_latest.csv;git add output/latest/warrant_daily_fetch_latest.md;git add output/latest/warrant_source_status_latest.json output/latest/warrant_source_status_latest.md;git add output/latest/warrant_flow_latest.csv output/latest/warrant_flow_latest.md;git add output/latest/stock_price_history_manifest.csv output/latest/stock_price_history_manifest.json output/latest/stock_price_history_manifest.md;git add output/latest/daily_price_history_continuity_latest.json output/latest/daily_price_history_continuity_latest.md;git add output/latest/historical_structured_source_replay_latest.json output/latest/historical_structured_source_replay_latest.md;git add output/debug/warrant_fetch_debug_latest.csv output/debug/warrant_fetch_debug_latest.md;git add docs/latest/stock_price_history_manifest.csv docs/latest/stock_price_history_manifest.json docs/latest/stock_price_history_manifest.md"
.github/workflows/daily_full_validation_replay_20260807.yml,workflow,repo_infrastructure,active,date-locked main-only validation replay for Daily Full Pipeline step41 and all downstream gates without production writes,,
.github/workflows/individual_stock_data_refresh.yml,workflow,individual_stock,active,individual stock workflow boundary,,git add output/latest/individual_stock_reports/;git add docs/latest/individual_stock_reports/
.github/workflows/individual_stock_pr_validation.yml,workflow,individual_stock,active,PR-safe individual-stock contract and lifecycle validation boundary,,
.github/workflows/individual_stock_report.yml,workflow,individual_stock,active,individual stock workflow boundary,,git add output/latest/individual_stock_reports/;git add docs/latest/individual_stock_reports/
.github/workflows/official_price_backfill.yml,workflow,official_price_data,active,official price data workflow boundary,,
.github/workflows/official_price_fetch.yml,workflow,official_price_data,active,official price data workflow boundary,,
.github/workflows/pages.yml,workflow,repo_infrastructure,active,repo infrastructure workflow boundary,,
.github/workflows/repair_daily_price_range.yml,workflow,official_price_data,active,official price data workflow boundary,,git add data/daily_price/
.github/workflows/repair_one_daily_price.yml,workflow,official_price_data,active,official price data workflow boundary,,git add data/daily_price/
.github/workflows/repair_recent_daily_price_gaps.yml,workflow,official_price_data,active,official price data proactive recent gap repair and bounded structured-source catch-up workflow,,git add data/daily_price/;git add data/stock_price_history/;git add output/latest/recent_daily_price_gap_repair_latest.*;git add output/latest/official_daily_price_latest.csv;git add output/history/daily_source_bundles/;git add -- output/history/daily_source_recovery_reservations/
.github/workflows/repair_tdcc_monthly_history_gaps.yml,workflow,tdcc_weekly,active,TDCC monthly history gap repair workflow,,git add data/tdcc_stock_history/ data/tdcc_stock_history_raw/;git add output/latest/tdcc_monthly_history_gap_repair_latest.*;git add output/latest/tdcc_* output/history/tdcc_signals/ output/history/tdcc/
.github/workflows/research_backtest_pipeline.yml,workflow,research_backtest,active,research backtest workflow boundary,,git add output/latest/research_backtest/price_pullback_23ema_*;git add output/latest/research_backtest/revenue_unreacted_range_*;git add output/latest/research_backtest/volume_range_breakout_v2_*
.github/workflows/signal_performance_tracker.yml,workflow,research_backtest,active,research backtest workflow boundary,,
.github/workflows/tdcc_history_backfill.yml,workflow,tdcc_weekly,active,tdcc weekly workflow boundary,,git add data/tdcc_stock_history/ data/tdcc_stock_history_raw/;git add output/latest/tdcc_* output/history/tdcc_signals/ output/history/tdcc/
.github/workflows/tdcc_weekly_pr_validation.yml,workflow,tdcc_weekly,active,read-only TDCC weekly continuity pull request validation boundary,,
.github/workflows/tdcc_weekly.yml,workflow,tdcc_weekly,active,tdcc weekly workflow boundary,,git add data/tdcc_stock_history/ data/tdcc_stock_history_raw/;git add output/latest/tdcc_* output/latest/published_reports/tdcc_weekly/TDCC大戶籌碼週報_*.pdf output/history/tdcc_signals/ output/history/tdcc/;git add docs/latest/tdcc_* docs/latest/published_reports/tdcc_weekly/TDCC大戶籌碼週報_*.pdf docs/tdcc_signal_tracking.md docs/tdcc_pre_move_accumulation.md
.github/workflows/test_tdcc_trend.yml,workflow,diagnostics,manual_diagnostic,diagnostics workflow boundary,,
.github/workflows/warrant_flow.yml,workflow,warrant,active,warrant source refresh and fail-closed formal signal ranking consumer sync boundary,,git add output/latest/warrant_daily_raw_latest.csv;git add output/latest/warrant_flow_latest.*;git add output/history/warrant_daily/;git add output/history/warrant_flow/;git add output/latest/all_candidates_latest.*;git add output/latest/daily_candidate_model_signals_latest.*;git add output/latest/daily_candidate_model_signals_for_report_latest.*;git add output/history/daily_candidate_models/daily_candidate_model_signal_log.csv;python scripts/stage_daily_published_snapshot_revisions.py;--report-date "$snapshot_report_date";--artifact-id data_freshness;--artifact-id model_signals_for_report;--artifact-id all_candidates_source_rows;--artifact-id model_summary_for_report;git add docs/latest/daily_candidate_model_*;git add docs/latest/theme_event_watch_latest.*;git add docs/latest/chatgpt_indicator_usage_guide_latest.md;git add docs/latest/CHATGPT_INDICATOR_USAGE_GUIDE.txt
.github/workflows/weekly_theme_review.yml,workflow,catalyst_event,active,catalyst event workflow boundary,,
scripts/build_w_bottom_candidate_chart_review_packet.py,python,research_backtest,active,research/backtest W-bottom chart review packet builder,,
scripts/build_w_bottom_candidate_definition_audit.py,python,research_backtest,active,research/backtest W-bottom candidate definition audit builder,,
scripts/build_w_bottom_candidate_filter_grid.py,python,research_backtest,active,research/backtest W-bottom candidate filter grid builder,,
scripts/build_w_bottom_candidate_quality_audit.py,python,research_backtest,active,research/backtest W-bottom candidate quality audit builder,,
scripts/build_w_bottom_candidate_slope_curvature_audit.py,python,research_backtest,active,research/backtest W-bottom slope and curvature audit builder,,
scripts/build_w_bottom_core_mainstream_exclude_wv_review_packet.py,python,research_backtest,active,research/backtest W-bottom WV exclusion review packet builder,,
scripts/build_w_bottom_left_anchor_pattern_family_audit.py,python,research_backtest,active,research/backtest W-bottom left-anchor pattern-family audit builder,,
scripts/build_w_bottom_left_anchor_rule_grid.py,python,research_backtest,active,research/backtest W-bottom left-anchor rule grid builder,,
scripts/build_w_bottom_left_anchor_rule_replay.py,python,research_backtest,active,research/backtest W-bottom left-anchor rule replay builder,,
scripts/build_w_bottom_manual_positive_missed_case_audit.py,python,research_backtest,active,research/backtest W-bottom manual positive missed-case audit builder,,
scripts/build_w_bottom_nearest_micro_anchor_event_replay.py,python,research_backtest,active,research/backtest W-bottom nearest micro anchor event replay builder,,
scripts/build_w_bottom_nearest_micro_anchor_chart_review_packet.py,python,research_backtest,active,research/backtest W-bottom nearest micro anchor chart review packet builder,,
scripts/build_w_bottom_combined_condition_backtest.py,python,research_backtest,active,research/backtest W-bottom combined condition backtest builder,,
scripts/build_w_bottom_split_entry_outcome_backtest.py,python,research_backtest,active,research/backtest W-bottom split entry outcome backtest builder,,
scripts/build_w_bottom_early_entry_parameter_grid.py,python,research_backtest,active,research/backtest W-bottom early-entry parameter grid builder,,
scripts/build_w_bottom_early_entry_stop_loss_audit.py,python,research_backtest,active,research/backtest W-bottom early-entry stop-loss audit builder,,
scripts/build_w_bottom_early_entry_outcome_diagnostics.py,python,research_backtest,active,research/backtest W-bottom early-entry outcome diagnostics builder,,
scripts/build_w_bottom_early_entry_stability_audit.py,python,research_backtest,active,research/backtest W-bottom early-entry period stability audit builder,,
scripts/build_w_bottom_early_entry_candidate_spec.py,python,research_backtest,active,research/backtest W-bottom early-entry current candidate spec builder,,
scripts/build_w_bottom_market_regime_gated_review_packet.py,python,research_backtest,active,research/backtest W-bottom market-regime gated review packet builder,,
scripts/build_neckline_volume_breakout_candidate_spec.py,python,research_backtest,active,research/backtest W-bottom neckline breakout candidate spec builder,,
scripts/build_breakout_family_retest_grid.py,python,research_backtest,active,research/backtest broad breakout family retest grid builder,,
scripts/build_breakout_family_model_decision_audit.py,python,research_backtest,active,research/backtest broad breakout family model decision audit builder,,
scripts/build_structured_neckline_context_filter_entry_exit_audit.py,python,research_backtest,active,research/backtest structured neckline context filter entry exit audit builder,,
scripts/build_structured_neckline_non_bearish_exit_rule_comparison_audit.py,python,research_backtest,active,research/backtest structured neckline non-bearish exit rule comparison audit builder,,
scripts/build_structured_neckline_selected_exit_loss_diagnostics.py,python,research_backtest,active,research/backtest structured neckline selected exit loss diagnostics builder,,
scripts/build_structured_neckline_close_only_failure_control_audit.py,python,research_backtest,active,research/backtest structured neckline close-only failure control audit builder,,
scripts/build_structured_neckline_logical_failure_exit_audit.py,python,research_backtest,active,research/backtest structured neckline logical failure exit audit builder,,
scripts/build_structured_neckline_auto_context_expansion_audit.py,python,research_backtest,active,research/backtest structured neckline auto context expansion audit builder,,
scripts/build_structured_neckline_manual_chart_label_audit.py,python,research_backtest,active,research/backtest structured neckline manual chart label audit builder,,
scripts/build_structured_neckline_manual_label_context_classifier_audit.py,python,research_backtest,active,research/backtest structured neckline manual label context classifier audit builder,,
scripts/build_structured_neckline_context_window_grid_audit.py,python,research_backtest,active,research/backtest structured neckline context window grid audit builder,,
scripts/build_structured_neckline_dual_window_context_rule_audit.py,python,research_backtest,active,research/backtest structured neckline dual-window context rule audit builder,,
scripts/build_structured_neckline_dual_window_risk_penalty_audit.py,python,research_backtest,active,research/backtest structured neckline dual-window risk penalty audit builder,,
scripts/build_structured_neckline_breakout_retest_filter_grid.py,python,research_backtest,active,research/backtest structured neckline breakout retest filter grid builder,,
scripts/build_structured_neckline_retest_entry_exit_grid.py,python,research_backtest,active,research/backtest structured neckline retest entry exit grid builder,,
scripts/build_structured_neckline_retest_evidence_shortlist.py,python,research_backtest,active,research/backtest structured neckline retest evidence chart shortlist builder,,
scripts/build_structured_neckline_retest_review_packet.py,python,research_backtest,active,research/backtest structured neckline retest chart review packet builder,,
scripts/build_structured_neckline_retest_review_shortlist.py,python,research_backtest,active,research/backtest structured neckline retest manual review shortlist builder,,
scripts/build_structured_neckline_strict_45_90_review_packet.py,python,research_backtest,active,research/backtest structured neckline strict 45/90 review packet builder,,
scripts/build_structured_neckline_strict_45_90_follow_through_audit.py,python,research_backtest,active,research/backtest structured neckline strict 45/90 follow-through audit builder,,
scripts/build_structured_neckline_strict_45_90_confirmation_entry_audit.py,python,research_backtest,active,research/backtest structured neckline strict 45/90 confirmation entry audit builder,,
scripts/build_structured_neckline_strict_45_90_confirmation_expansion_audit.py,python,research_backtest,active,research/backtest structured neckline strict 45/90 confirmation expansion audit builder,,
scripts/build_neckline_strict_45_signal_90_score_operation_candidate.py,python,research_backtest,active,research/backtest neckline 45-day signal and 90-day score adjustment operation candidate builder,,
scripts/build_w_bottom_early_entry_data_coverage_audit.py,python,research_backtest,active,research/backtest W-bottom early-entry data coverage audit builder,,
scripts/build_w_bottom_early_entry_backfill_feasibility_audit.py,python,research_backtest,active,research/backtest W-bottom early-entry backfill feasibility audit builder,,
scripts/build_w_bottom_observation_confirmation_audit.py,python,research_backtest,active,research/backtest W-bottom observation confirmation audit builder,,
scripts/build_w_bottom_path_quality_filter_audit.py,python,research_backtest,active,research/backtest W-bottom path quality filter audit builder,,
scripts/build_w_bottom_price_level_audit.py,python,research_backtest,active,research/backtest W-bottom price level audit builder,,
scripts/build_w_bottom_price_level_filter_grid.py,python,research_backtest,active,research/backtest W-bottom price level filter grid builder,,
scripts/build_w_bottom_tdcc_abc_backtest.py,python,research_backtest,active,research/backtest W-bottom TDCC A/B/C backtest builder,,
scripts/build_w_bottom_wv_filter_stability_grid.py,python,research_backtest,active,research/backtest W-bottom WV filter stability grid builder,,
scripts/validate_w_bottom_candidate_chart_review_packet.py,python,research_backtest,active,research/backtest W-bottom chart review packet validator,,
scripts/validate_w_bottom_candidate_definition_audit.py,python,research_backtest,active,research/backtest W-bottom candidate definition audit validator,,
scripts/validate_w_bottom_candidate_filter_grid.py,python,research_backtest,active,research/backtest W-bottom candidate filter grid validator,,
scripts/validate_w_bottom_candidate_quality_audit.py,python,research_backtest,active,research/backtest W-bottom candidate quality audit validator,,
scripts/validate_w_bottom_candidate_slope_curvature_audit.py,python,research_backtest,active,research/backtest W-bottom slope and curvature audit validator,,
scripts/validate_w_bottom_core_mainstream_exclude_wv_review_packet.py,python,research_backtest,active,research/backtest W-bottom WV exclusion review packet validator,,
scripts/validate_w_bottom_left_anchor_pattern_family_audit.py,python,research_backtest,active,research/backtest W-bottom left-anchor pattern-family audit validator,,
scripts/validate_w_bottom_left_anchor_rule_grid.py,python,research_backtest,active,research/backtest W-bottom left-anchor rule grid validator,,
scripts/validate_w_bottom_left_anchor_rule_replay.py,python,research_backtest,active,research/backtest W-bottom left-anchor rule replay validator,,
scripts/validate_w_bottom_manual_positive_missed_case_audit.py,python,research_backtest,active,research/backtest W-bottom manual positive missed-case audit validator,,
scripts/validate_w_bottom_nearest_micro_anchor_event_replay.py,python,research_backtest,active,research/backtest W-bottom nearest micro anchor event replay validator,,
scripts/validate_w_bottom_nearest_micro_anchor_chart_review_packet.py,python,research_backtest,active,research/backtest W-bottom nearest micro anchor chart review packet validator,,
scripts/validate_w_bottom_combined_condition_backtest.py,python,research_backtest,active,research/backtest W-bottom combined condition backtest validator,,
scripts/validate_w_bottom_split_entry_outcome_backtest.py,python,research_backtest,active,research/backtest W-bottom split entry outcome backtest validator,,
scripts/validate_w_bottom_early_entry_parameter_grid.py,python,research_backtest,active,research/backtest W-bottom early-entry parameter grid validator,,
scripts/validate_w_bottom_early_entry_stop_loss_audit.py,python,research_backtest,active,research/backtest W-bottom early-entry stop-loss audit validator,,
scripts/validate_w_bottom_early_entry_outcome_diagnostics.py,python,research_backtest,active,research/backtest W-bottom early-entry outcome diagnostics validator,,
scripts/validate_w_bottom_early_entry_stability_audit.py,python,research_backtest,active,research/backtest W-bottom early-entry period stability audit validator,,
scripts/validate_w_bottom_early_entry_candidate_spec.py,python,research_backtest,active,research/backtest W-bottom early-entry current candidate spec validator,,
scripts/validate_w_bottom_market_regime_gated_review_packet.py,python,research_backtest,active,research/backtest W-bottom market-regime gated review packet validator,,
scripts/validate_neckline_volume_breakout_candidate_spec.py,python,research_backtest,active,research/backtest W-bottom neckline breakout candidate spec validator,,
scripts/validate_breakout_family_retest_grid.py,python,research_backtest,active,research/backtest broad breakout family retest grid validator,,
scripts/validate_breakout_family_model_decision_audit.py,python,research_backtest,active,research/backtest broad breakout family model decision audit validator,,
scripts/validate_structured_neckline_context_filter_entry_exit_audit.py,python,research_backtest,active,research/backtest structured neckline context filter entry exit audit validator,,
scripts/validate_structured_neckline_non_bearish_exit_rule_comparison_audit.py,python,research_backtest,active,research/backtest structured neckline non-bearish exit rule comparison audit validator,,
scripts/validate_structured_neckline_selected_exit_loss_diagnostics.py,python,research_backtest,active,research/backtest structured neckline selected exit loss diagnostics validator,,
scripts/validate_structured_neckline_close_only_failure_control_audit.py,python,research_backtest,active,research/backtest structured neckline close-only failure control audit validator,,
scripts/validate_structured_neckline_logical_failure_exit_audit.py,python,research_backtest,active,research/backtest structured neckline logical failure exit audit validator,,
scripts/validate_structured_neckline_auto_context_expansion_audit.py,python,research_backtest,active,research/backtest structured neckline auto context expansion audit validator,,
scripts/validate_structured_neckline_manual_chart_label_audit.py,python,research_backtest,active,research/backtest structured neckline manual chart label audit validator,,
scripts/validate_structured_neckline_manual_label_context_classifier_audit.py,python,research_backtest,active,research/backtest structured neckline manual label context classifier audit validator,,
scripts/validate_structured_neckline_context_window_grid_audit.py,python,research_backtest,active,research/backtest structured neckline context window grid audit validator,,
scripts/validate_structured_neckline_dual_window_context_rule_audit.py,python,research_backtest,active,research/backtest structured neckline dual-window context rule audit validator,,
scripts/validate_structured_neckline_dual_window_risk_penalty_audit.py,python,research_backtest,active,research/backtest structured neckline dual-window risk penalty audit validator,,
scripts/validate_structured_neckline_breakout_retest_filter_grid.py,python,research_backtest,active,research/backtest structured neckline breakout retest filter grid validator,,
scripts/validate_structured_neckline_retest_entry_exit_grid.py,python,research_backtest,active,research/backtest structured neckline retest entry exit grid validator,,
scripts/validate_structured_neckline_retest_evidence_shortlist.py,python,research_backtest,active,research/backtest structured neckline retest evidence chart shortlist validator,,
scripts/validate_structured_neckline_retest_review_packet.py,python,research_backtest,active,research/backtest structured neckline retest chart review packet validator,,
scripts/validate_structured_neckline_retest_review_shortlist.py,python,research_backtest,active,research/backtest structured neckline retest manual review shortlist validator,,
scripts/validate_structured_neckline_strict_45_90_review_packet.py,python,research_backtest,active,research/backtest structured neckline strict 45/90 review packet validator,,
scripts/validate_structured_neckline_strict_45_90_follow_through_audit.py,python,research_backtest,active,research/backtest structured neckline strict 45/90 follow-through audit validator,,
scripts/validate_structured_neckline_strict_45_90_confirmation_entry_audit.py,python,research_backtest,active,research/backtest structured neckline strict 45/90 confirmation entry audit validator,,
scripts/validate_structured_neckline_strict_45_90_confirmation_expansion_audit.py,python,research_backtest,active,research/backtest structured neckline strict 45/90 confirmation expansion audit validator,,
scripts/validate_neckline_strict_45_signal_90_score_operation_candidate.py,python,research_backtest,active,research/backtest neckline 45-day signal and 90-day score adjustment operation candidate validator,,
scripts/validate_w_bottom_early_entry_data_coverage_audit.py,python,research_backtest,active,research/backtest W-bottom early-entry data coverage audit validator,,
scripts/validate_w_bottom_early_entry_backfill_feasibility_audit.py,python,research_backtest,active,research/backtest W-bottom early-entry backfill feasibility audit validator,,
scripts/validate_w_bottom_observation_confirmation_audit.py,python,research_backtest,active,research/backtest W-bottom observation confirmation audit validator,,
scripts/validate_w_bottom_path_quality_filter_audit.py,python,research_backtest,active,research/backtest W-bottom path quality filter audit validator,,
scripts/validate_w_bottom_price_level_audit.py,python,research_backtest,active,research/backtest W-bottom price level audit validator,,
scripts/validate_w_bottom_price_level_filter_grid.py,python,research_backtest,active,research/backtest W-bottom price level filter grid validator,,
scripts/validate_w_bottom_tdcc_abc_backtest.py,python,research_backtest,active,research/backtest W-bottom TDCC A/B/C backtest validator,,
scripts/validate_w_bottom_wv_filter_stability_grid.py,python,research_backtest,active,research/backtest W-bottom WV filter stability grid validator,,
scripts/build_volume_range_breakout_v2_semantic_audit.py,python,research_backtest,active,research/backtest volume_range_breakout v2 semantic audit builder,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_volume_range_breakout_v2_semantic_audit.py,python,research_backtest,active,research/backtest volume_range_breakout v2 semantic audit validator,.github/workflows/research_backtest_pipeline.yml,
scripts/build_volume_range_breakout_v2_next_day_continuation_timing_audit.py,python,research_backtest,active,research/backtest volume_range_breakout v2 next-day continuation timing audit builder,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_volume_range_breakout_v2_next_day_continuation_timing_audit.py,python,research_backtest,active,research/backtest volume_range_breakout v2 next-day continuation timing audit validator,.github/workflows/research_backtest_pipeline.yml,
scripts/build_volume_range_breakout_v2_raw_market_rerun.py,python,research_backtest,active,research/backtest volume_range_breakout v2 raw-market rerun builder,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_volume_range_breakout_v2_raw_market_rerun.py,python,research_backtest,active,research/backtest volume_range_breakout v2 raw-market rerun validator,.github/workflows/research_backtest_pipeline.yml,
scripts/build_volume_range_breakout_v2_feature_slice_analysis.py,python,research_backtest,active,research/backtest volume_range_breakout v2 feature slice analysis builder,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_volume_range_breakout_v2_feature_slice_analysis.py,python,research_backtest,active,research/backtest volume_range_breakout v2 feature slice analysis validator,.github/workflows/research_backtest_pipeline.yml,
scripts/build_volume_range_breakout_v2_deep_low_base_matrix.py,python,research_backtest,active,research/backtest volume_range_breakout v2 deep low-base matrix builder,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_volume_range_breakout_v2_deep_low_base_matrix.py,python,research_backtest,active,research/backtest volume_range_breakout v2 deep low-base matrix validator,.github/workflows/research_backtest_pipeline.yml,
scripts/build_volume_range_breakout_v2_condition_matrix.py,python,research_backtest,active,research/backtest volume_range_breakout v2 condition matrix builder,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_volume_range_breakout_v2_condition_matrix.py,python,research_backtest,active,research/backtest volume_range_breakout v2 condition matrix validator,.github/workflows/research_backtest_pipeline.yml,
scripts/build_volume_range_breakout_v2_overlap_sensitivity.py,python,research_backtest,active,research/backtest volume_range_breakout v2 same-stock non-overlap sensitivity builder,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_volume_range_breakout_v2_overlap_sensitivity.py,python,research_backtest,active,research/backtest volume_range_breakout v2 same-stock non-overlap sensitivity validator,.github/workflows/research_backtest_pipeline.yml,
scripts/build_volume_range_breakout_v2_split_feature_audit.py,python,research_backtest,active,research/backtest volume_range_breakout v2 non-overlap split feature audit builder,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_volume_range_breakout_v2_split_feature_audit.py,python,research_backtest,active,research/backtest volume_range_breakout v2 non-overlap split feature audit validator,.github/workflows/research_backtest_pipeline.yml,
scripts/build_volume_range_breakout_v2_research_contract.py,python,research_backtest,active,research/backtest volume_range_breakout v2 research-only model split contract builder,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_volume_range_breakout_v2_research_contract.py,python,research_backtest,active,research/backtest volume_range_breakout v2 research-only model split contract validator,.github/workflows/research_backtest_pipeline.yml,
scripts/build_volume_range_breakout_v2_promotion_readiness_audit.py,python,research_backtest,active,research/backtest volume_range_breakout v2 research-only promotion readiness audit builder,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_volume_range_breakout_v2_promotion_readiness_audit.py,python,research_backtest,active,research/backtest volume_range_breakout v2 research-only promotion readiness audit validator,.github/workflows/research_backtest_pipeline.yml,
scripts/build_volume_range_breakout_v2_position_shape_matrix.py,python,research_backtest,active,research/backtest volume_range_breakout v2 research-only position-shape matrix builder,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_volume_range_breakout_v2_position_shape_matrix.py,python,research_backtest,active,research/backtest volume_range_breakout v2 research-only position-shape matrix validator,.github/workflows/research_backtest_pipeline.yml,
scripts/build_volume_range_breakout_v2_high_position_improvement_audit.py,python,research_backtest,active,research/backtest volume_range_breakout v2 research-only high-position improvement audit builder,.github/workflows/research_backtest_pipeline.yml,
