lineage_id,field_name,model_family,artifact_path,artifact_role,producer,identity_columns,as_of_columns,canonical_source_artifact,allowed_consumer_modules,allowed_use,forbidden_use,collision_policy,parity_policy,contract_sha256,last_migration_id,approval_reference,required_validation_commands,notes
candidate_source_row_sha256s__formal_lifecycle_history,candidate_source_row_sha256s,volume_v2_candidate_resolution_lifecycle_history,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,formal_lifecycle_resolution_history,scripts/build_daily_candidate_model_layer.py,signal_date;report_bucket;stock_id;model_id,signal_date,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_*.csv,scripts/build_daily_volume_breakout_operation_section.py;scripts/validate_daily_canonical_field_lineage.py,lifecycle_same_date_report_parity_and_candidate_snapshot_crosswalk_self_hash_audit_only,model_gate_score_rank_or_operation_semantics_change,effective_volume_v2_formal_identity_unique,lifecycle_to_same_date_report_exact_candidate_source_row_sha256s_plus_candidate_snapshot_crosswalk_and_self_hash_validation,4883d8d25c8c4519728e7fe5d7f237cedec1ea68e46565e6009af2aec72d8d95,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_daily_volume_breakout_operation_section.py;python -m pytest tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py tests/test_daily_volume_breakout_operation_section.py,Lifecycle lineage must exactly match the same-date immutable model_signals_for_report snapshot; validators also prove candidate-snapshot membership/order/hash crosswalk and outcome/presentation self-hash consistency. No independent scorer/presentation replay or raw watch/taxonomy payload replay is claimed.
candidate_source_categories__formal_lifecycle_history,candidate_source_categories,volume_v2_candidate_resolution_lifecycle_history,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,formal_lifecycle_resolution_history,scripts/build_daily_candidate_model_layer.py,signal_date;report_bucket;stock_id;model_id,signal_date,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_*.csv,scripts/build_daily_volume_breakout_operation_section.py;scripts/validate_daily_canonical_field_lineage.py,lifecycle_same_date_report_parity_and_candidate_snapshot_crosswalk_self_hash_audit_only,model_gate_score_rank_or_operation_semantics_change,effective_volume_v2_formal_identity_unique,lifecycle_to_same_date_report_exact_candidate_source_categories_plus_candidate_snapshot_crosswalk_and_self_hash_validation,4cae953d7d390069255364e85fb791fc42c03bef309e827451c486adc4850ac9,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_daily_volume_breakout_operation_section.py;python -m pytest tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py tests/test_daily_volume_breakout_operation_section.py,Lifecycle lineage must exactly match the same-date immutable model_signals_for_report snapshot; validators also prove candidate-snapshot membership/order/hash crosswalk and outcome/presentation self-hash consistency. No independent scorer/presentation replay or raw watch/taxonomy payload replay is claimed.
candidate_formal_outcome_sha256__formal_lifecycle_history,candidate_formal_outcome_sha256,volume_v2_candidate_resolution_lifecycle_history,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,formal_lifecycle_resolution_history,scripts/build_daily_candidate_model_layer.py,signal_date;report_bucket;stock_id;model_id,signal_date,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_*.csv,scripts/build_daily_volume_breakout_operation_section.py;scripts/validate_daily_canonical_field_lineage.py,lifecycle_same_date_report_parity_and_candidate_snapshot_crosswalk_self_hash_audit_only,model_gate_score_rank_or_operation_semantics_change,effective_volume_v2_formal_identity_unique,lifecycle_to_same_date_report_exact_candidate_formal_outcome_sha256_plus_candidate_snapshot_crosswalk_and_self_hash_validation_with_exact_one_decimal_numeric_outcome_canonicalization,847a9acb3fdfd5aea373613ae39ba973f2edbb4d1a1ff4501814212c00e064d3,volume_v2_formal_outcome_numeric_canonicalization_20260810,user_delegated_volume_v2_formal_outcome_sha_repair_20260810,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_daily_volume_breakout_operation_section.py;python -m pytest tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py tests/test_daily_volume_breakout_operation_section.py,"Lifecycle lineage must exactly match the same-date immutable model_signals_for_report snapshot; validators also prove candidate-snapshot membership/order/hash crosswalk and outcome/presentation self-hash consistency. No independent scorer/presentation replay or raw watch/taxonomy payload replay is claimed. Seven registered numeric outcome fields use exact one-decimal Decimal canonical text before hashing; invalid precision, scientific notation, non-finite values, and true score drift remain fail closed."
candidate_presentation_source_artifact__formal_lifecycle_history,candidate_presentation_source_artifact,volume_v2_candidate_resolution_lifecycle_history,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,formal_lifecycle_resolution_history,scripts/build_daily_candidate_model_layer.py,signal_date;report_bucket;stock_id;model_id,signal_date,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_*.csv,scripts/build_daily_volume_breakout_operation_section.py;scripts/validate_daily_canonical_field_lineage.py,lifecycle_same_date_report_parity_and_candidate_snapshot_crosswalk_self_hash_audit_only,raw_watch_or_taxonomy_payload_replay_or_model_gate_score_rank_presentation_reconstruction,effective_volume_v2_formal_identity_unique,lifecycle_to_same_date_report_exact_candidate_presentation_source_artifact_plus_candidate_snapshot_crosswalk_and_self_hash_validation,cfdb46e8ca465380e22d753045ec027ca490039b812e39adbbc9d7529194fa5c,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_daily_volume_breakout_operation_section.py;python -m pytest tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py tests/test_daily_volume_breakout_operation_section.py,Lifecycle lineage must exactly match the same-date immutable model_signals_for_report snapshot; validators also prove candidate-snapshot membership/order/hash crosswalk and outcome/presentation self-hash consistency. No independent scorer/presentation replay or raw watch/taxonomy payload replay is claimed.
candidate_presentation_source_artifact_sha256__formal_lifecycle_history,candidate_presentation_source_artifact_sha256,volume_v2_candidate_resolution_lifecycle_history,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,formal_lifecycle_resolution_history,scripts/build_daily_candidate_model_layer.py,signal_date;report_bucket;stock_id;model_id,signal_date,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_*.csv,scripts/build_daily_volume_breakout_operation_section.py;scripts/validate_daily_canonical_field_lineage.py,lifecycle_same_date_report_parity_and_candidate_snapshot_crosswalk_self_hash_audit_only,raw_watch_or_taxonomy_payload_replay_or_model_gate_score_rank_presentation_reconstruction,effective_volume_v2_formal_identity_unique,lifecycle_to_same_date_report_exact_candidate_presentation_source_artifact_sha256_plus_candidate_snapshot_crosswalk_and_self_hash_validation,e9e2594f35441a26b8ed2e0ed591efb419aba9e9f8cc9efd874084c5163d2b2e,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_daily_volume_breakout_operation_section.py;python -m pytest tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py tests/test_daily_volume_breakout_operation_section.py,Lifecycle lineage must exactly match the same-date immutable model_signals_for_report snapshot; validators also prove candidate-snapshot membership/order/hash crosswalk and outcome/presentation self-hash consistency. No independent scorer/presentation replay or raw watch/taxonomy payload replay is claimed.
candidate_presentation_source_row_sha256__formal_lifecycle_history,candidate_presentation_source_row_sha256,volume_v2_candidate_resolution_lifecycle_history,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,formal_lifecycle_resolution_history,scripts/build_daily_candidate_model_layer.py,signal_date;report_bucket;stock_id;model_id,signal_date,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_*.csv,scripts/build_daily_volume_breakout_operation_section.py;scripts/validate_daily_canonical_field_lineage.py,lifecycle_same_date_report_parity_and_candidate_snapshot_crosswalk_self_hash_audit_only,raw_watch_or_taxonomy_payload_replay_or_model_gate_score_rank_presentation_reconstruction,effective_volume_v2_formal_identity_unique,lifecycle_to_same_date_report_exact_candidate_presentation_source_row_sha256_plus_candidate_snapshot_crosswalk_and_self_hash_validation,d7be29f6214eaa30d9352dd61d9218461762905a2fcd7ed5a3a6f740974f95fc,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_daily_volume_breakout_operation_section.py;python -m pytest tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py tests/test_daily_volume_breakout_operation_section.py,Lifecycle lineage must exactly match the same-date immutable model_signals_for_report snapshot; validators also prove candidate-snapshot membership/order/hash crosswalk and outcome/presentation self-hash consistency. No independent scorer/presentation replay or raw watch/taxonomy payload replay is claimed.
candidate_presentation_source_artifact_sha256__formal_raw_current,candidate_presentation_source_artifact_sha256,volume_v2_candidate_resolution_formal_current,output/latest/daily_candidate_model_signals_latest.csv,formal_resolution_projection,scripts/build_daily_candidate_model_layer.py,signal_date;report_bucket;source_row_index;stock_id;model_id,signal_date,output/latest/all_candidates_latest.csv,scripts/build_daily_report_model_summary.py;scripts/build_daily_volume_breakout_operation_section.py;scripts/update_daily_published_model_snapshots.py;scripts/validate_daily_canonical_field_lineage.py,producer_runtime_per_source_parity_and_current_source_membership_order_hash_crosswalk_self_hash_audit_only,raw_watch_or_taxonomy_payload_replay_or_model_gate_score_rank_presentation_reconstruction,multi_source_outcome_and_presentation_exact_parity,producer_runtime_per_source_parity_plus_current_source_membership_order_hash_crosswalk_and_outcome_presentation_self_hash_validation_candidate_presentation_source_artifact_sha256,ff85dc92864ceb7e8fbd3afa2f1b7c224f7dfd9661da622ebc53b63423f6b0a8,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,Producer runtime enforces per-source outcome and presentation parity; validators prove current source membership/order/hash crosswalk and outcome/presentation self-hash consistency. Current descriptor source hashes are also checked against current watch/taxonomy payloads; no independent scorer or presentation-semantic replay is claimed.
candidate_presentation_source_row_sha256__formal_raw_current,candidate_presentation_source_row_sha256,volume_v2_candidate_resolution_formal_current,output/latest/daily_candidate_model_signals_latest.csv,formal_resolution_projection,scripts/build_daily_candidate_model_layer.py,signal_date;report_bucket;source_row_index;stock_id;model_id,signal_date,output/latest/all_candidates_latest.csv,scripts/build_daily_report_model_summary.py;scripts/build_daily_volume_breakout_operation_section.py;scripts/update_daily_published_model_snapshots.py;scripts/validate_daily_canonical_field_lineage.py,producer_runtime_per_source_parity_and_current_source_membership_order_hash_crosswalk_self_hash_audit_only,raw_watch_or_taxonomy_payload_replay_or_model_gate_score_rank_presentation_reconstruction,multi_source_outcome_and_presentation_exact_parity,producer_runtime_per_source_parity_plus_current_source_membership_order_hash_crosswalk_and_outcome_presentation_self_hash_validation_candidate_presentation_source_row_sha256,d6731dbb92c41ed40a240f13b5a852625154be8da24cc424118b51f64c3d5f14,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,Producer runtime enforces per-source outcome and presentation parity; validators prove current source membership/order/hash crosswalk and outcome/presentation self-hash consistency. Current descriptor source hashes are also checked against current watch/taxonomy payloads; no independent scorer or presentation-semantic replay is claimed.
candidate_source_row_ids__formal_report_current,candidate_source_row_ids,volume_v2_candidate_resolution_formal_current,output/latest/daily_candidate_model_signals_for_report_latest.csv,formal_resolution_projection,scripts/build_daily_candidate_model_layer.py,signal_date;report_line;source_row_index;stock_id;model_id,signal_date,output/latest/daily_candidate_model_signals_latest.csv,scripts/build_daily_report_model_summary.py;scripts/build_daily_volume_breakout_operation_section.py;scripts/build_volume_v2_warrant_lineage_history_audit.py;scripts/generate_chatgpt_side_daily_reports.py;scripts/update_daily_published_model_snapshots.py;scripts/validate_volume_v2_warrant_lineage_history_audit.py;scripts/validate_daily_warrant_formal_sync_scope.py;scripts/validate_daily_canonical_field_lineage.py,raw_report_exact_parity_and_producer_runtime_source_crosswalk_self_hash_audit_only,model_gate_score_rank_or_operation_semantics_change,multi_source_outcome_and_presentation_exact_parity,raw_to_report_exact_candidate_source_row_ids_plus_current_source_crosswalk_and_self_hash_validation,b915175eaa7b81132221bdfedbe123ffdb6db6f3e8310be31d804f27e8e9fa54,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,Raw/report exact parity is required. Producer runtime enforces per-source outcome and presentation parity; validators prove current source membership/order/hash crosswalk and outcome/presentation self-hash consistency. Current descriptor source hashes are also checked against current watch/taxonomy payloads; no independent scorer or presentation-semantic replay is claimed.
candidate_source_row_sha256s__formal_report_current,candidate_source_row_sha256s,volume_v2_candidate_resolution_formal_current,output/latest/daily_candidate_model_signals_for_report_latest.csv,formal_resolution_projection,scripts/build_daily_candidate_model_layer.py,signal_date;report_line;source_row_index;stock_id;model_id,signal_date,output/latest/daily_candidate_model_signals_latest.csv,scripts/build_daily_report_model_summary.py;scripts/build_daily_volume_breakout_operation_section.py;scripts/build_volume_v2_warrant_lineage_history_audit.py;scripts/generate_chatgpt_side_daily_reports.py;scripts/update_daily_published_model_snapshots.py;scripts/validate_volume_v2_warrant_lineage_history_audit.py;scripts/validate_daily_warrant_formal_sync_scope.py;scripts/validate_daily_canonical_field_lineage.py,raw_report_exact_parity_and_producer_runtime_source_crosswalk_self_hash_audit_only,model_gate_score_rank_or_operation_semantics_change,multi_source_outcome_and_presentation_exact_parity,raw_to_report_exact_candidate_source_row_sha256s_plus_current_source_crosswalk_and_self_hash_validation,214053422f35574782b204cc18692d0a23c3369da39dd6fa06bd9e96489509ef,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,Raw/report exact parity is required. Producer runtime enforces per-source outcome and presentation parity; validators prove current source membership/order/hash crosswalk and outcome/presentation self-hash consistency. Current descriptor source hashes are also checked against current watch/taxonomy payloads; no independent scorer or presentation-semantic replay is claimed.
candidate_source_categories__formal_report_current,candidate_source_categories,volume_v2_candidate_resolution_formal_current,output/latest/daily_candidate_model_signals_for_report_latest.csv,formal_resolution_projection,scripts/build_daily_candidate_model_layer.py,signal_date;report_line;source_row_index;stock_id;model_id,signal_date,output/latest/daily_candidate_model_signals_latest.csv,scripts/build_daily_report_model_summary.py;scripts/build_daily_volume_breakout_operation_section.py;scripts/build_volume_v2_warrant_lineage_history_audit.py;scripts/generate_chatgpt_side_daily_reports.py;scripts/update_daily_published_model_snapshots.py;scripts/validate_volume_v2_warrant_lineage_history_audit.py;scripts/validate_daily_warrant_formal_sync_scope.py;scripts/validate_daily_canonical_field_lineage.py,raw_report_exact_parity_and_producer_runtime_source_crosswalk_self_hash_audit_only,model_gate_score_rank_or_operation_semantics_change,multi_source_outcome_and_presentation_exact_parity,raw_to_report_exact_candidate_source_categories_plus_current_source_crosswalk_and_self_hash_validation,d7e2c00165eff6025788e5cfc99b1039d217294c91c5db920276c9a9cb6941fc,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,Raw/report exact parity is required. Producer runtime enforces per-source outcome and presentation parity; validators prove current source membership/order/hash crosswalk and outcome/presentation self-hash consistency. Current descriptor source hashes are also checked against current watch/taxonomy payloads; no independent scorer or presentation-semantic replay is claimed.
candidate_formal_outcome_sha256__formal_report_current,candidate_formal_outcome_sha256,volume_v2_candidate_resolution_formal_current,output/latest/daily_candidate_model_signals_for_report_latest.csv,formal_resolution_projection,scripts/build_daily_candidate_model_layer.py,signal_date;report_line;source_row_index;stock_id;model_id,signal_date,output/latest/daily_candidate_model_signals_latest.csv,scripts/build_daily_report_model_summary.py;scripts/build_daily_volume_breakout_operation_section.py;scripts/build_volume_v2_warrant_lineage_history_audit.py;scripts/generate_chatgpt_side_daily_reports.py;scripts/update_daily_published_model_snapshots.py;scripts/validate_volume_v2_warrant_lineage_history_audit.py;scripts/validate_daily_warrant_formal_sync_scope.py;scripts/validate_daily_canonical_field_lineage.py,raw_report_exact_parity_and_producer_runtime_source_crosswalk_self_hash_audit_only,model_gate_score_rank_or_operation_semantics_change,multi_source_outcome_and_presentation_exact_parity,raw_to_report_exact_candidate_formal_outcome_sha256_plus_current_source_crosswalk_and_self_hash_validation_with_exact_one_decimal_numeric_outcome_canonicalization,a2e8dd07817a1072f1a48bfec2a9899fd4ab754601fa592df3b6eef554e48ca0,volume_v2_formal_outcome_numeric_canonicalization_20260810,user_delegated_volume_v2_formal_outcome_sha_repair_20260810,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,"Raw/report exact parity is required. Producer runtime enforces per-source outcome and presentation parity; validators prove current source membership/order/hash crosswalk and outcome/presentation self-hash consistency. Current descriptor source hashes are also checked against current watch/taxonomy payloads; no independent scorer or presentation-semantic replay is claimed. Seven registered numeric outcome fields use exact one-decimal Decimal canonical text before hashing; invalid precision, scientific notation, non-finite values, and true score drift remain fail closed."
candidate_presentation_source_artifact__formal_report_current,candidate_presentation_source_artifact,volume_v2_candidate_resolution_formal_current,output/latest/daily_candidate_model_signals_for_report_latest.csv,formal_resolution_projection,scripts/build_daily_candidate_model_layer.py,signal_date;report_line;source_row_index;stock_id;model_id,signal_date,output/latest/daily_candidate_model_signals_latest.csv,scripts/build_daily_report_model_summary.py;scripts/build_daily_volume_breakout_operation_section.py;scripts/build_volume_v2_warrant_lineage_history_audit.py;scripts/generate_chatgpt_side_daily_reports.py;scripts/update_daily_published_model_snapshots.py;scripts/validate_volume_v2_warrant_lineage_history_audit.py;scripts/validate_daily_warrant_formal_sync_scope.py;scripts/validate_daily_canonical_field_lineage.py,raw_report_exact_parity_and_producer_runtime_source_crosswalk_self_hash_audit_only,raw_watch_or_taxonomy_payload_replay_or_model_gate_score_rank_presentation_reconstruction,multi_source_outcome_and_presentation_exact_parity,raw_to_report_exact_candidate_presentation_source_artifact_plus_current_source_crosswalk_and_self_hash_validation,9e3d62f6e68f67af46dfc3bc9e79c10674fdeaea14d8243143f662ce76bdd9eb,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,Raw/report exact parity is required. Producer runtime enforces per-source outcome and presentation parity; validators prove current source membership/order/hash crosswalk and outcome/presentation self-hash consistency. Current descriptor source hashes are also checked against current watch/taxonomy payloads; no independent scorer or presentation-semantic replay is claimed.
candidate_presentation_source_artifact_sha256__formal_report_current,candidate_presentation_source_artifact_sha256,volume_v2_candidate_resolution_formal_current,output/latest/daily_candidate_model_signals_for_report_latest.csv,formal_resolution_projection,scripts/build_daily_candidate_model_layer.py,signal_date;report_line;source_row_index;stock_id;model_id,signal_date,output/latest/daily_candidate_model_signals_latest.csv,scripts/build_daily_report_model_summary.py;scripts/build_daily_volume_breakout_operation_section.py;scripts/build_volume_v2_warrant_lineage_history_audit.py;scripts/generate_chatgpt_side_daily_reports.py;scripts/update_daily_published_model_snapshots.py;scripts/validate_volume_v2_warrant_lineage_history_audit.py;scripts/validate_daily_warrant_formal_sync_scope.py;scripts/validate_daily_canonical_field_lineage.py,raw_report_exact_parity_and_producer_runtime_source_crosswalk_self_hash_audit_only,raw_watch_or_taxonomy_payload_replay_or_model_gate_score_rank_presentation_reconstruction,multi_source_outcome_and_presentation_exact_parity,raw_to_report_exact_candidate_presentation_source_artifact_sha256_plus_current_source_crosswalk_and_self_hash_validation,8fde2f22cf2cbdce8a409dd11c1c64022f54ca4d8428d9bf53f104fa044c96da,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,Raw/report exact parity is required. Producer runtime enforces per-source outcome and presentation parity; validators prove current source membership/order/hash crosswalk and outcome/presentation self-hash consistency. Current descriptor source hashes are also checked against current watch/taxonomy payloads; no independent scorer or presentation-semantic replay is claimed.
candidate_presentation_source_row_sha256__formal_report_current,candidate_presentation_source_row_sha256,volume_v2_candidate_resolution_formal_current,output/latest/daily_candidate_model_signals_for_report_latest.csv,formal_resolution_projection,scripts/build_daily_candidate_model_layer.py,signal_date;report_line;source_row_index;stock_id;model_id,signal_date,output/latest/daily_candidate_model_signals_latest.csv,scripts/build_daily_report_model_summary.py;scripts/build_daily_volume_breakout_operation_section.py;scripts/build_volume_v2_warrant_lineage_history_audit.py;scripts/generate_chatgpt_side_daily_reports.py;scripts/update_daily_published_model_snapshots.py;scripts/validate_volume_v2_warrant_lineage_history_audit.py;scripts/validate_daily_warrant_formal_sync_scope.py;scripts/validate_daily_canonical_field_lineage.py,raw_report_exact_parity_and_producer_runtime_source_crosswalk_self_hash_audit_only,raw_watch_or_taxonomy_payload_replay_or_model_gate_score_rank_presentation_reconstruction,multi_source_outcome_and_presentation_exact_parity,raw_to_report_exact_candidate_presentation_source_row_sha256_plus_current_source_crosswalk_and_self_hash_validation,4435753f06acd58858b13122c63988755880585af6b10a6d6c3a6d276abc4c8d,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,Raw/report exact parity is required. Producer runtime enforces per-source outcome and presentation parity; validators prove current source membership/order/hash crosswalk and outcome/presentation self-hash consistency. Current descriptor source hashes are also checked against current watch/taxonomy payloads; no independent scorer or presentation-semantic replay is claimed.
candidate_source_row_ids__formal_report_history,candidate_source_row_ids,volume_v2_candidate_resolution_formal_history,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_*.csv,historical_formal_resolution_projection,scripts/update_daily_published_model_snapshots.py,signal_date;report_line;source_row_index;stock_id;model_id,signal_date,output/history/daily_model_snapshots/all_candidates_*.csv,scripts/validate_daily_canonical_field_lineage.py,candidate_snapshot_crosswalk_and_outcome_presentation_self_hash_audit_only,model_gate_score_rank_or_operation_semantics_change,immutable_historical_audit_only,historical_candidate_snapshot_exact_crosswalk_and_self_hash_validation_candidate_source_row_ids,88be5f15774ec04ff17e9ac0c88892f2bea7846cecd3e09b5eb233e56e0b1f0c,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,"Historical report validators prove exact membership/order/hash crosswalk to the manifest-selected same-date all_candidates snapshot and outcome/presentation self-hash consistency. They do not independently replay scorer or presentation semantics, nor raw watch/taxonomy payloads."
candidate_source_row_sha256s__formal_report_history,candidate_source_row_sha256s,volume_v2_candidate_resolution_formal_history,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_*.csv,historical_formal_resolution_projection,scripts/update_daily_published_model_snapshots.py,signal_date;report_line;source_row_index;stock_id;model_id,signal_date,output/history/daily_model_snapshots/all_candidates_*.csv,scripts/validate_daily_canonical_field_lineage.py,candidate_snapshot_crosswalk_and_outcome_presentation_self_hash_audit_only,model_gate_score_rank_or_operation_semantics_change,immutable_historical_audit_only,historical_candidate_snapshot_exact_crosswalk_and_self_hash_validation_candidate_source_row_sha256s,741e08842fad28ebfe7265708c25a228bd14d76c9851c3d853ee57e419118f53,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,"Historical report validators prove exact membership/order/hash crosswalk to the manifest-selected same-date all_candidates snapshot and outcome/presentation self-hash consistency. They do not independently replay scorer or presentation semantics, nor raw watch/taxonomy payloads."
candidate_source_categories__formal_report_history,candidate_source_categories,volume_v2_candidate_resolution_formal_history,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_*.csv,historical_formal_resolution_projection,scripts/update_daily_published_model_snapshots.py,signal_date;report_line;source_row_index;stock_id;model_id,signal_date,output/history/daily_model_snapshots/all_candidates_*.csv,scripts/validate_daily_canonical_field_lineage.py,candidate_snapshot_crosswalk_and_outcome_presentation_self_hash_audit_only,model_gate_score_rank_or_operation_semantics_change,immutable_historical_audit_only,historical_candidate_snapshot_exact_crosswalk_and_self_hash_validation_candidate_source_categories,f6355bcf534b0ddaa89d2027039e0b201c6b624a4cd3e3d61e9409af9bc02b90,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,"Historical report validators prove exact membership/order/hash crosswalk to the manifest-selected same-date all_candidates snapshot and outcome/presentation self-hash consistency. They do not independently replay scorer or presentation semantics, nor raw watch/taxonomy payloads."
candidate_formal_outcome_sha256__formal_report_history,candidate_formal_outcome_sha256,volume_v2_candidate_resolution_formal_history,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_*.csv,historical_formal_resolution_projection,scripts/update_daily_published_model_snapshots.py,signal_date;report_line;source_row_index;stock_id;model_id,signal_date,output/history/daily_model_snapshots/all_candidates_*.csv,scripts/validate_daily_canonical_field_lineage.py,candidate_snapshot_crosswalk_and_outcome_presentation_self_hash_audit_only,model_gate_score_rank_or_operation_semantics_change,immutable_historical_audit_only,historical_candidate_snapshot_exact_crosswalk_and_self_hash_validation_candidate_formal_outcome_sha256_with_exact_one_decimal_numeric_outcome_canonicalization,0e7aafc111076b9f3c88f660fc4c276cb30726f135aaed6415483281a49feed4,volume_v2_formal_outcome_numeric_canonicalization_20260810,user_delegated_volume_v2_formal_outcome_sha_repair_20260810,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,"Historical report validators prove exact membership/order/hash crosswalk to the manifest-selected same-date all_candidates snapshot and outcome/presentation self-hash consistency. They do not independently replay scorer or presentation semantics, nor raw watch/taxonomy payloads. Seven registered numeric outcome fields use exact one-decimal Decimal canonical text before hashing; invalid precision, scientific notation, non-finite values, and true score drift remain fail closed."
